DATE,Botswana,Lesotho,Namibia,SouthAfrica,Swaziland
1986,0.007289,0.0119106,0.0096554,0.0088448,0.0106744
1987,0.007023,0.011641,0.009463,0.00858,0.010338
1988,0.0070542,0.0113202,0.0093492,0.00856,0.01016
1989,0.0070854,0.0109994,0.0092354,0.00854,0.009982
1990,0.00654291,0.011439849,0.01084112,0.00911964,0.008251782
1991,0.006824403,0.011934415,0.010955319,0.009266692,0.008921655
1992,0.007105896,0.01242898,0.011069517,0.009413744,0.009591528
1993,0.007387389,0.012923546,0.011183716,0.009560796,0.010261401
1994,0.007668882,0.013418111,0.011297915,0.009707847,0.010931274
1995,0.007950375,0.013912677,0.011412113,0.009854899,0.011601147
1996,0.00863927,0.01435867,0.011899283,0.010364516,0.01228528
1997,0.009328165,0.014804663,0.012386452,0.010874133,0.012969414
1998,0.01001706,0.015250656,0.012873622,0.01138375,0.013653547
1999,0.010705956,0.01569665,0.013360791,0.011893366,0.01433768
2000,0.011394851,0.016142643,0.013847961,0.012402983,0.015021813
2001,0.011371395,0.016498673,0.013904076,0.012686876,0.015587913
2002,0.011347938,0.016854703,0.01396019,0.012970769,0.016154013
2003,0.011324482,0.017210732,0.014016305,0.013254662,0.016720113
2004,0.011301025,0.017566762,0.01407242,0.013538555,0.017286213
2005,0.011277569,0.017922792,0.014128535,0.013822448,0.017852312
2006,0.010674265,0.017267958,0.013628236,0.013775416,0.017105265
2007,0.010070961,0.016613124,0.013127938,0.013728384,0.016358218
2008,0.009467656,0.01595829,0.01262764,0.013681352,0.015611171
2009,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2010,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2011,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2012,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2013,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2014,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2015,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2016,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2017,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2018,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2019,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2020,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2021,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2022,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2023,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2024,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2025,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2026,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2027,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2028,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2029,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2030,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2031,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2032,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2033,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2034,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2035,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2036,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2037,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2038,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2039,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2040,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2041,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
2042,0.008864352,0.015303455,0.012127341,0.01363432,0.014864124
